_id,chapter,question,answer,bookmark,bookinAll,bookTime,rese
1541,20,Hemorrhagic shock: ,Hypoperfusion that results from bleeding,0,0,,
1542,20,Hemothorax: ,"Blood in the pleural space, causing collapse of the lung ",0,0,,
1543,20,Herniation: ,"Compression and pushing of the brain through the foramen magnum, causing severe hypoxia to the brain structures due to pressure",0,0,,
1544,20,How do you treat a dry lime burn?,"DO NOT wash with water, as it will create a corrosive liquid. Instead attempt to brush off as much as possible and remove any contaminated clothing. ",0,0,,
1545,20,Hypoperfusion: ,The state that results when cells are not perfused adequately; oxygen and nutrients are not delivered and the removal of metabolic waste builds up,0,0,,
1546,20,Hypovolemic shock: ,"Hypoperfusion caused by large loss of blood volume;  could be a result of bleeding, vomiting, or diarrhea",0,0,,
1547,20,In compensated shock the patient is still:,Perfusing all vital organs,0,0,,
1548,20,Indirect injury: ,An injury in one body area that results from a force that comes into contact with a different part of the body ,0,0,,
1549,20,Kehr sign:,A severe shoulder pain that is referred from a hemorrhaging injury within the abdominal cavity,0,0,,
1550,20,Kinetic energy: ,The energy contained by an object in motion ,0,0,,
1551,20,Laceration: ,A break in the skin of varying depth caused by a sharp object,0,0,,
1552,20,Mechanism of injury (MOI): ,The factors and forces that cause traumatic injury ,0,0,,
1553,20,Mechanism of injury: ,Any force that acts upon the body to produce an injury ,0,0,,
1554,20,Most common form of shock that EMTs see:,Hypovolemic,0,0,,
1555,20,Neurogenic hypotension: ,Vasodilation and relative hypovolemia caused by spinal cord injury ,0,0,,
1556,20,Neurogenic shock: ,"Hypoperfusion that results from an insult to the spinal cord where distal to, extreme vasodilatation occurs, resulting in shock",0,0,,
1557,20,Number of vertebrae and their divisions: ,"Cervical 7, Thoracic 12, Lumbar 5, Sacral 5, Coccyx 4",0,0,,
1558,20,Number of vertebrae: ,33,0,0,,
1559,20,Occlusive: ,Refers to the protection from the air; an occlusive dressing will not let air into the wound,0,0,,
1560,20,occurs when an object migrates from one part of the body and causes a blockage of a blood vessel in another part of the body ,embolism,0,0,,
1561,20,Open injury: ,An injury that breaks the continuity of the skin,0,0,,
1562,20,Order of care to control bleeding: ,"Concentrated direct pressure, Diffuse direct pressure; Extremity elevation; Utilizing pressure points; Tourniquet, only as a last resort. ",0,0,,
1563,20,Osteoporosis: ,A degenerative bone disorder associated with an accelerated loss of calcium and other minerals from the bone,0,0,,
1564,20,Paresthesia: ,The prickling or tingling feeling that indicates some loss of sensation ,0,0,,
1565,20,Partial thickness burn: ,"A burn that affects the epidermis and dermis, but not the third layer of skin;  also called a second-degree burn",0,0,,
1566,20,Pathologic fracture: ,A broken bone that is the result of  a disease that causes bone degeneration ,0,0,,
1567,20,Pediatric patients may compensate for shock until what percentage of their blood is lost?,Up to 50 Percent,0,0,,
1568,20,Penetration or puncture: ,An open soft tissue injury caused by an object being pushed into the skin ,0,0,,
1569,20,percutaneous injury ,"an injury that penetrates the skin, such as a needle stick, or a cut with a sharp object",0,0,,
1570,20,Pericardial tamponade: ,"Blood or fluid filling the fibrous sac around the heart, causing compression of the heart and resulting in severe cardiac compromise",0,0,,
1571,20,Pneumothorax: ,Air in the pleural space causing collapse of the lung,0,0,,
1572,20,Pressure point: ,A place in an extremity where a major artery lies close to a bone; direct pressure on these points and elevation are used to stop bleeding in an arm or leg ,0,0,,
1573,20,Priapism: ,A persistent erection of the penis indicating a severe spinal cord injury ,0,0,,
1574,20,Pulmonary contusion: ,A bruise of the lungs;  bleeding within the lung tissue that will cause a disturbance in gas exchange between alveoli and capillaries ,0,0,,
1575,20,Pulse rates and blood loss: ,750 ml’s: < 100 bpm;  750 ml’s to 1500 ml’s: > 100 bpm;  1500 ml’s to 2000 ml’s: > 120 bpm;    > 2000 ml’s: > 140 bpm,0,0,,
1576,20,Raccoon eyes: ,"A discoloration or bruising around the orbits of the eyes, indicating a skull fracture ",0,0,,
1577,20,Respiratory rates and blood loss: ,750 ml’s: 14 – 20 bpm;  750 ml’s to 1500 ml’s: 20 -30 bpm;  1500 ml’s to 2000 ml’s: 30 -40 bpm;  > 2000 ml’s: > 35 bpm  ,0,0,,
1578,20,Retrograde amnesia: ,Inability to remember events or circumstances before an incident ,0,0,,
1579,20,Septic shock: ,"A systemic infection that causes the loss of large amounts of fluid into the tissues, resulting in hypoperfusion, then resulting in shock ",0,0,,
1580,20,Shock: ,The state of under-perfusing the tissues of the body;  also known as hypoperfusion. ,0,0,,
1581,20,Signs and symptoms of cardiac tamponade,"Distended neck veins, weak pulse, low blood pressure, tearing chest pain, narrowing of systolic and diastolic pressures",0,0,,
1582,20,Signs and symptoms of internal bleeding: ,"Signs and symptoms of shock; Bleeding from any body orifice; Blood-tinged vomit or feces; Coffee ground vomit; Dark, tarry stool; Abdominal rigidity or tenderness; and Distended abdomen. ",0,0,,
1583,20,Signs and symptoms of shock: ,"Restlessness, anxiety, or combativeness; Increased heart rate; Decreased capillary refill; Pale, cool clammy skin; Thirst; Decreasing level of responsiveness; Breathing changes; Nausea and vomiting; Decreased blood pressure; and Cyanosis of nail beds, lips, and mucous membranes ",0,0,,
1584,20,Skeletal muscle is: ,"Striated, voluntary and connected to bones ",0,0,,
1585,20,Smooth muscle is: ,"Nonstriated, involuntary, and found in the stomach and blood vessels",0,0,,
1586,20,Spinal shock: ,"Paralysis, loss of sensation, and possible vasodilation caused by spinal cord injury;  can lead a patient into neurogenic shock ",0,0,,
1587,20,Spiral fracture : ,A fracture caused by a twisting mechanism of injury in which the break will actually spiral around the bone,0,0,,
1588,20,"Splinting a closed, angulated fracture in the position in which it was found may cause a(n) _______ during transport. ",open fracture,0,0,,
1589,20,Stress fracture: ,"A fracture caused by repeated pressure on a bone, such as a tibia stress fracture in a runner ",0,0,,
1590,20,Subdural hematoma: ,"Bleeding between the brain and the dura mater;  Signs and symptoms: weakness to one side, a deterioration in level of responsiveness, vomiting, dilation of one pupil, abnormal respirations, decreasing pulse rate, headache, seizures",0,0,,
1591,20,Swelling or deformity at the  site of the bruise should make you suspect:,An underlying fracture to a bone. ,0,0,,
1592,20,Symptoms of a flail chest,"paradoxical motion, difficulty breathing, and pain at the injury site",0,0,,
1593,20,Tension Pneumothorax: ,"Severe buildup of air and pressure in the thoracic cavity, causing a patient to lose the ability to exchange oxygen for carbon dioxide and eventually to breathe",0,0,,
1594,20,The body compensates for a bleeding vessel by:,Constricting down the vessel and clotting off the vessel.,0,0,,
1595,20,The peripheral nervous system consists of: ,The peripheral nerves that carry sensory information back to the central nervous system,0,0,,
1596,20,Traumatic asphyxia: ,"A severe and sudden compression of the thorax that causes a rapid increase in pressure within the chest;  signs and symptoms: bluish or purple discoloration of the face, head and neck;  JVD may be present;  caused by a sudden back flow of blood out of the right ventricle and into the  veins of the head, shoulders and upper chest. ",0,0,,
1597,20,Treatment for chemical burns to the eyes:,"Immediately flood the eyes with water, and do not attempt to neutralize. ",0,0,,
1598,20,What part of the body can be used to estimate 1% surface area ,palm,0,0,,
1599,20,"Which burn should be irrigated longer, an alkali burn or an acid burn?",Both break down proteins but alkalis also liquefy damaged tissue in the processes of saponification. It is for this reason that alkalis need to be irrigated longer. ,0,0,,
1600,20,You should not use elevation to assist you in controlling bleeding if you suspect:,Underlying musculoskeletal injuries,0,0,,
1601,21,A late sign of shock is: ,decreased blood pressure,0,0,,
1602,21,A sudden loss of _______ of blood is considered serious in an average adult. ,1000cc,0,0,,
1603,21,colloid oncotic pressure ,plasma oncotic pressure,0,0,,
1604,21,compensatory shock ,"the stage of shock in which a cascade of organ and gland stimulation and hormones occurs to increase the blood pressure, restore arterial wall tension, and maintain a near normal blood pressure and perfusion of vital organs",0,0,,
1605,21,decompensatory shock ,an advanced stage of shock in which the body's compensatory mechanisms are no longer able to maintain a blood pressure and perfusion of the vital organs,0,0,,
1606,21,hypoperfusion ,inability of the body to adequately circulate blood to the body's cells to supply them with oxygen and nutrients. AKA shock,0,0,,
1607,21,"In an adult, a systolic BP of __ or less is hypotensive ",90mmHg,0,0,,
1608,21,perfusion ,"the supply of oxygen to, and removal of wastes from, the cells and tissues of the body as a result of the flow of blood through the capillaries",0,0,,
1609,21,shock ,hypoperfusion. can be a life threatening condition,0,0,,
1610,21,"Small round purplish spots, called petechiae, are caused by: ",capillary bleeding,0,0,,
1611,21,Usually only _______ patients can develop hemorrhagic shock due to a closed head injury. ,infant,0,0,,
1612,21,white blood cells ,components of the blood. They produce substances that help the body fight infection,0,0,,
1613,21,5 functions of the blood,"1. Transport gasses 2. Nutrition 3. Excretion 4. Protection/Immunity 5. Regulation (controls the bodies functions, hormones, water, salt, chemicals) ",0,0,,
1614,22,adolescence ,stage of life from 13 to 18 years,0,0,,
1615,22,adolescent ,a child 12 to 18 years of age,0,0,,
1616,22,"An infant or child patient who exhibits wheezing, increased breathing effort on exhalation, or rapid breathing without stridor probably has: ",A lower-airway disease,0,0,,
1617,22,"In patients > 1 y/o, the 1st pulse you check ",radial,0,0,,
1618,22,Normal breathing rate for children ,15-30,0,0,,
1619,22,Normal breathing rate for infants ,25-50,0,0,,
1620,22,Normal pulse rate for an adult ,60-100 bpm,0,0,,
1621,22,scaffolding ,building on what one already knows,0,0,,
